number,pokemon_name,type_main,type_sub,height,weight,generation,bmi,description_main,description_sub,category,ability_main,ability_sub,weaknesses,hp,attack,defense,sp.atk,sp.def,speed,total,evolutions,evolution_type,hidden_ability,evolution_list_index
499,Pignite,Fire,Fighting,1.0,55.5,5.0,55.5,"The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.","When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",Fire Pig,Blaze,,"['Water', 'Psychic', 'Flying', 'Ground']",90.0,93.0,55.0,70.0,55.0,55.0,418.0,"['Tepig', 'Pignite', 'Emboar']",3 stages evolution,Thick Fat,"['498', '499', '500']"
500,Emboar,Fire,Fighting,1.6,150.0,5.0,58.6,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,It has mastered fast and powerful fighting moves. It grows a beard of fire.,Mega Fire Pig,Blaze,,"['Water', 'Psychic', 'Flying', 'Ground']",110.0,123.0,65.0,100.0,65.0,65.0,528.0,"['Tepig', 'Pignite', 'Emboar']",3 stages evolution,Reckless,"['498', '499', '500']"
501,Oshawott,Water,,0.5,5.9,5.0,23.6,The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",Sea Otter,Torrent,,"['Grass', 'Electric']",55.0,55.0,45.0,63.0,45.0,45.0,308.0,"['Oshawott', 'Dewott', 'Samurott']",3 stages evolution,Shell Armor,"['501', '502', '503']"
502,Dewott,Water,,0.8,24.5,5.0,38.3,Strict training is how it learns its flowing double-scalchop technique.,"As a result of strict training, each Dewott learns different forms for using the scalchops.",Discipline,Torrent,,"['Grass', 'Electric']",75.0,75.0,60.0,83.0,60.0,60.0,413.0,"['Oshawott', 'Dewott', 'Samurott']",3 stages evolution,Shell Armor,"['501', '502', '503']"
503,Samurott,Water,,1.5,94.6,5.0,42.0,"In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.",One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,Formidable,Torrent,,"['Grass', 'Electric']",95.0,100.0,85.0,108.0,70.0,70.0,528.0,"['Oshawott', 'Dewott', 'Samurott']",3 stages evolution,Shell Armor,"['501', '502', '503']"
504,Patrat,Normal,,0.5,11.6,5.0,46.4,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",Scout,Keen Eye,Run Away,['Fighting'],45.0,55.0,39.0,35.0,39.0,42.0,255.0,"['Patrat', 'Watchog']",2 stages evolution,Analytic,"['504', '505']"
505,Watchog,Normal,,1.1,27.0,5.0,22.3,"Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",Lookout,Keen Eye,Illuminate,['Fighting'],60.0,85.0,69.0,60.0,69.0,77.0,420.0,"['Patrat', 'Watchog']",2 stages evolution,Analytic,"['504', '505']"
506,Lillipup,Normal,,0.4,4.1,5.0,25.6,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers.",Puppy,Pickup,Vital Spirit,['Fighting'],45.0,60.0,45.0,25.0,45.0,55.0,275.0,"['Lillipup', 'Herdier', 'Stoutland']",3 stages evolution,Run Away,"['506', '507', '508']"
507,Herdier,Normal,,0.9,14.7,5.0,18.1,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.,The black fur that covers this Pokémon’s body is dense and springy. Even sharp fangs bounce right off.,Loyal Dog,Intimidate,Sand Rush,['Fighting'],65.0,80.0,65.0,35.0,65.0,60.0,370.0,"['Lillipup', 'Herdier', 'Stoutland']",3 stages evolution,Scrappy,"['506', '507', '508']"
508,Stoutland,Normal,,1.2,61.0,5.0,42.4,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.,Stoutland is immensely proud of its impressive moustache. It’s said that moustache length is what determines social standing among this species.,Big-Hearted,Intimidate,Sand Rush,['Fighting'],85.0,110.0,90.0,45.0,90.0,80.0,500.0,"['Lillipup', 'Herdier', 'Stoutland']",3 stages evolution,Scrappy,"['506', '507', '508']"
509,Purrloin,Dark,,0.4,10.1,5.0,63.1,It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.,Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.,Devious,Limber,Unburden,"['Fairy', 'Bug', 'Fighting']",41.0,50.0,37.0,50.0,37.0,66.0,281.0,"['Purrloin', 'Liepard']",2 stages evolution,Prankster,"['509', '510']"
510,Liepard,Dark,,1.1,37.5,5.0,31.0,Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.,This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,Cruel,Limber,Unburden,"['Fairy', 'Bug', 'Fighting']",64.0,88.0,50.0,88.0,50.0,106.0,446.0,"['Purrloin', 'Liepard']",2 stages evolution,Prankster,"['509', '510']"
511,Pansage,Grass,,0.6,10.5,5.0,29.2,It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,Grass Monkey,Gluttony,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,"['Pansage', 'Simisage']",2 stages evolution,Overgrow,"['511', '512']"
512,Simisage,Grass,,1.1,30.5,5.0,25.2,It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",Thorn Monkey,Gluttony,,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,"['Pansage', 'Simisage']",2 stages evolution,Overgrow,"['511', '512']"
513,Pansear,Fire,,0.6,11.0,5.0,30.6,"Very intelligent, it roasts berries before eating them. It likes to help people.",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,High Temp,Gluttony,,"['Water', 'Ground', 'Rock']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,"['Pansear', 'Simisear']",2 stages evolution,Blaze,"['513', '514']"
514,Simisear,Fire,,1.0,28.0,5.0,28.0,A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",Ember,Gluttony,,"['Water', 'Ground', 'Rock']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,"['Pansear', 'Simisear']",2 stages evolution,Blaze,"['513', '514']"
515,Panpour,Water,,0.6,13.5,5.0,37.5,The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,Spray,Gluttony,,"['Grass', 'Electric']",50.0,53.0,48.0,53.0,48.0,64.0,316.0,"['Panpour', 'Simipour']",2 stages evolution,Torrent,"['515', '516']"
516,Simipour,Water,,1.0,29.0,5.0,29.0,"The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.","It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",Geyser,Gluttony,,"['Grass', 'Electric']",75.0,98.0,63.0,98.0,63.0,101.0,498.0,"['Panpour', 'Simipour']",2 stages evolution,Torrent,"['515', '516']"
517,Munna,Psychic,,0.6,23.3,5.0,64.7,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.","It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.",Dream Eater,Synchronize,Forewarn,"['Ghost', 'Dark', 'Bug']",76.0,25.0,45.0,67.0,55.0,24.0,292.0,"['Munna', 'Musharna']",2 stages evolution,Telepathy,"['517', '518']"
518,Musharna,Psychic,,1.1,60.5,5.0,50.0,"When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.","It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.",Drowsing,Synchronize,Forewarn,"['Ghost', 'Dark', 'Bug']",116.0,55.0,85.0,107.0,95.0,29.0,487.0,"['Munna', 'Musharna']",2 stages evolution,Telepathy,"['517', '518']"
519,Pidove,Normal,Flying,0.3,2.1,5.0,23.3,"Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once.","It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.",Tiny Pigeon,Super Luck,Big Pecks,"['Electric', 'Ice', 'Rock']",50.0,55.0,50.0,36.0,30.0,43.0,264.0,"['Pidove', 'Tranquill', 'Unfezant']",3 stages evolution,Rivalry,"['519', '520', '521']"
520,Tranquill,Normal,Flying,0.6,15.0,5.0,41.7,"It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest.",These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,Wild Pigeon,Super Luck,Big Pecks,"['Electric', 'Ice', 'Rock']",62.0,77.0,62.0,50.0,42.0,65.0,358.0,"['Pidove', 'Tranquill', 'Unfezant']",3 stages evolution,Rivalry,"['519', '520', '521']"
521,Unfezant,Normal,Flying,1.2,29.0,5.0,20.1,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed.",This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.,Proud,Super Luck,Big Pecks,"['Electric', 'Ice', 'Rock']",80.0,115.0,80.0,65.0,55.0,93.0,488.0,"['Pidove', 'Tranquill', 'Unfezant']",3 stages evolution,Rivalry,"['519', '520', '521']"
522,Blitzle,Electric,,0.8,29.8,5.0,46.6,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,Electrified,Lightning Rod,Motor Drive,['Ground'],45.0,60.0,32.0,50.0,32.0,76.0,295.0,"['Blitzle', 'Zebstrika']",2 stages evolution,Sap Sipper,"['522', '523']"
523,Zebstrika,Electric,,1.6,79.5,5.0,31.1,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.","They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",Thunderbolt,Lightning Rod,Motor Drive,['Ground'],75.0,100.0,63.0,80.0,63.0,116.0,497.0,"['Blitzle', 'Zebstrika']",2 stages evolution,Sap Sipper,"['522', '523']"
524,Roggenrola,Rock,,0.4,18.0,5.0,112.5,"It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit.","When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.",Mantle,Sturdy,Weak Armor,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']",55.0,75.0,85.0,25.0,25.0,15.0,280.0,"['Roggenrola', 'Boldore', 'Gigalith']",3 stages evolution,Sand Force,"['524', '525', '526']"
525,Boldore,Rock,,0.9,102.0,5.0,125.9,"If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.","It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.",Ore,Sturdy,Weak Armor,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']",70.0,105.0,105.0,50.0,40.0,20.0,390.0,"['Roggenrola', 'Boldore', 'Gigalith']",3 stages evolution,Sand Force,"['524', '525', '526']"
526,Gigalith,Rock,,1.7,260.0,5.0,90.0,"This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.","Although its energy blasts can blow away a dump truck, they have a limitation—they can only be fired when the sun is out.",Compressed,Sturdy,Sand Stream,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']",85.0,135.0,130.0,60.0,80.0,25.0,515.0,"['Roggenrola', 'Boldore', 'Gigalith']",3 stages evolution,Sand Force,"['524', '525', '526']"
527,Woobat,Psychic,Flying,0.4,2.1,5.0,13.1,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.","It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",Bat,Unaware,Klutz,"['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']",65.0,45.0,43.0,55.0,43.0,72.0,323.0,"['Woobat', 'Swoobat']",2 stages evolution,Simple,"['527', '528']"
528,Swoobat,Psychic,Flying,0.9,10.5,5.0,13.0,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,Courting,Unaware,Klutz,"['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']",67.0,57.0,55.0,77.0,55.0,114.0,425.0,"['Woobat', 'Swoobat']",2 stages evolution,Simple,"['527', '528']"
529,Drilbur,Ground,,0.3,8.5,5.0,94.4,It brings its claws together and whirls around at high speed before rushing toward its prey.,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",Mole,Sand Rush,Sand Force,"['Water', 'Grass', 'Ice']",60.0,85.0,40.0,30.0,45.0,68.0,328.0,"['Drilbur', 'Excadrill']",2 stages evolution,Mold Breaker,"['529', '530']"
530,Excadrill,Ground,Steel,0.7,40.4,5.0,82.4,It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",Subterrene,Sand Rush,Sand Force,"['Fire', 'Water', 'Fighting', 'Ground']",110.0,135.0,60.0,50.0,65.0,88.0,508.0,"['Drilbur', 'Excadrill']",2 stages evolution,Mold Breaker,"['529', '530']"
531,Audino,Normal,,1.1,31.0,5.0,25.6,Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.",Hearing,Healer,Regenerator,['Fighting'],103.0,60.0,86.0,60.0,86.0,50.0,445.0,,No evolution,Klutz,
532,Timburr,Fighting,,0.6,12.5,5.0,34.7,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum.",Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,Muscular,Guts,Sheer Force,"['Psychic', 'Flying', 'Fairy']",75.0,80.0,55.0,25.0,35.0,35.0,305.0,"['Timburr', 'Gurdurr', 'Conkeldurr']",3 stages evolution,Iron Fist,"['532', '533', '534']"
533,Gurdurr,Fighting,,1.2,40.0,5.0,27.8,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while.","Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",Muscular,Guts,Sheer Force,"['Psychic', 'Flying', 'Fairy']",85.0,105.0,85.0,40.0,50.0,40.0,405.0,"['Timburr', 'Gurdurr', 'Conkeldurr']",3 stages evolution,Iron Fist,"['532', '533', '534']"
534,Conkeldurr,Fighting,,1.4,87.0,5.0,44.4,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.","When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",Muscular,Guts,Sheer Force,"['Psychic', 'Flying', 'Fairy']",105.0,140.0,95.0,55.0,65.0,45.0,505.0,"['Timburr', 'Gurdurr', 'Conkeldurr']",3 stages evolution,Iron Fist,"['532', '533', '534']"
535,Tympole,Water,,0.5,4.5,5.0,18.0,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,Tadpole,Hydration,Swift Swim,"['Grass', 'Electric']",50.0,50.0,40.0,50.0,40.0,64.0,294.0,"['Tympole', 'Palpitoad', 'Seismitoad']",3 stages evolution,Water Absorb,"['535', '536', '537']"
536,Palpitoad,Water,Ground,0.8,17.0,5.0,26.6,"It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.",Vibration,Hydration,Swift Swim,[],75.0,65.0,55.0,65.0,55.0,69.0,384.0,"['Tympole', 'Palpitoad', 'Seismitoad']",3 stages evolution,Water Absorb,"['535', '536', '537']"
